"Notes"	"Gender"	"Gender Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"1999"	"1999"	2883	1731022	166.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2000"	"2000"	2722	1700981	160.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2001"	"2001"	2792	1680160	166.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2002"	"2002"	2858	1712866	166.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2003"	"2003"	2803	1804916	155.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2004"	"2004"	2757	1754617	157.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2005"	"2005"	2639	1639346	161.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2006"	"2006"	2546	1542487	165.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2007"	"2007"	2466	1499895	164.4
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2008"	"2008"	2494	1544474	161.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2009"	"2009"	2376	1492759	159.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2010"	"2010"	2484	1520296	163.4
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2011"	"2011"	2595	1560802	166.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2012"	"2012"	2707	1605268	168.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2013"	"2013"	2912	1711340	170.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2014"	"2014"	2938	1683264	174.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2015"	"2015"	3222	1709435	188.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2016"	"2016"	3573	1716647	208.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2017"	"2017"	3809	1702367	223.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"33 years"	"33"	"2018"	"2018"	3703	1767656	209.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"1999"	"1999"	3270	1870956	174.8
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2000"	"2000"	3036	1779325	170.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2001"	"2001"	2964	1697623	174.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2002"	"2002"	2909	1680334	173.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2003"	"2003"	2870	1710512	167.8
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2004"	"2004"	2875	1807790	159.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2005"	"2005"	2971	1755920	169.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2006"	"2006"	2829	1643203	172.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2007"	"2007"	2678	1544746	173.4
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2008"	"2008"	2504	1502329	166.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2009"	"2009"	2584	1546807	167.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2010"	"2010"	2391	1504119	159.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2011"	"2011"	2602	1544175	168.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2012"	"2012"	2693	1566444	171.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2013"	"2013"	2928	1608838	182.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2014"	"2014"	3151	1717209	183.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2015"	"2015"	3390	1689524	200.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2016"	"2016"	3770	1710282	220.4
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2017"	"2017"	3957	1721757	229.8
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"34 years"	"34"	"2018"	"2018"	3716	1704149	218.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"1999"	"1999"	3639	1995860	182.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2000"	"2000"	3372	1940691	173.8
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2001"	"2001"	3362	1760392	191.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2002"	"2002"	3195	1700194	187.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2003"	"2003"	3088	1681933	183.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2004"	"2004"	3137	1718232	182.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2005"	"2005"	3057	1815388	168.4
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2006"	"2006"	3249	1766928	183.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2007"	"2007"	2919	1653980	176.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2008"	"2008"	2694	1556103	173.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2009"	"2009"	2671	1513915	176.4
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2010"	"2010"	2581	1561904	165.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2011"	"2011"	2618	1496484	174.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2012"	"2012"	2757	1549287	178.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2013"	"2013"	2864	1569952	182.4
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2014"	"2014"	3087	1613605	191.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2015"	"2015"	3446	1722289	200.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2016"	"2016"	3854	1689895	228.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2017"	"2017"	3939	1714668	229.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"35 years"	"35"	"2018"	"2018"	3984	1722788	231.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"1999"	"1999"	3767	1965534	191.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2000"	"2000"	3763	1943111	193.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2001"	"2001"	3680	1905065	193.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2002"	"2002"	3492	1758415	198.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2003"	"2003"	3348	1695219	197.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2004"	"2004"	3087	1680997	183.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2005"	"2005"	3103	1714426	181.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2006"	"2006"	3294	1811490	181.8
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2007"	"2007"	3268	1761390	185.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2008"	"2008"	2954	1648760	179.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2009"	"2009"	2852	1549684	184.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2010"	"2010"	2645	1499567	176.4
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2011"	"2011"	2670	1556995	171.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2012"	"2012"	2874	1501041	191.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2013"	"2013"	2873	1551726	185.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2014"	"2014"	3089	1573995	196.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2015"	"2015"	3377	1617989	208.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2016"	"2016"	3881	1721662	225.4
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2017"	"2017"	4098	1693203	242.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"36 years"	"36"	"2018"	"2018"	3985	1714621	232.4
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"1999"	"1999"	4188	2008613	208.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2000"	"2000"	4047	1958434	206.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2001"	"2001"	4266	1948367	219.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2002"	"2002"	3992	1901330	210.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2003"	"2003"	3683	1752363	210.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2004"	"2004"	3439	1692967	203.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2005"	"2005"	3365	1675851	200.8
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2006"	"2006"	3345	1709661	195.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2007"	"2007"	3498	1803807	193.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2008"	"2008"	3509	1753581	200.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2009"	"2009"	3172	1640852	193.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2010"	"2010"	2932	1562489	187.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2011"	"2011"	2869	1509266	190.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2012"	"2012"	2975	1560743	190.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2013"	"2013"	2933	1503051	195.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2014"	"2014"	3087	1554984	198.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2015"	"2015"	3422	1578114	216.8
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2016"	"2016"	3889	1616531	240.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2017"	"2017"	4174	1724192	242.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"37 years"	"37"	"2018"	"2018"	4162	1691792	246.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"1999"	"1999"	4544	1976897	229.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2000"	"2000"	4556	1986662	229.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2001"	"2001"	4618	1956286	236.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2002"	"2002"	4480	1944643	230.4
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2003"	"2003"	4205	1896777	221.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2004"	"2004"	3778	1752775	215.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2005"	"2005"	3680	1691567	217.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2006"	"2006"	3577	1675963	213.4
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2007"	"2007"	3622	1708764	212.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2008"	"2008"	3660	1802753	203.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2009"	"2009"	3596	1752841	205.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2010"	"2010"	3310	1664495	198.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2011"	"2011"	3148	1542731	204.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2012"	"2012"	3030	1512439	200.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2013"	"2013"	3055	1562187	195.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2014"	"2014"	3087	1506546	204.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2015"	"2015"	3456	1558689	221.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2016"	"2016"	3888	1576489	246.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2017"	"2017"	4133	1618625	255.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"38 years"	"38"	"2018"	"2018"	4358	1721754	253.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"1999"	"1999"	4809	2040351	235.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2000"	"2000"	4818	2015336	239.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2001"	"2001"	4933	1978656	249.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2002"	"2002"	4817	1954890	246.4
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2003"	"2003"	4724	1942930	243.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2004"	"2004"	4333	1901390	227.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2005"	"2005"	4117	1756858	234.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2006"	"2006"	3922	1697844	231.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2007"	"2007"	3776	1682217	224.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2008"	"2008"	3676	1716044	214.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2009"	"2009"	3844	1810999	212.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2010"	"2010"	3692	1782815	207.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2011"	"2011"	3579	1639495	218.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2012"	"2012"	3270	1545193	211.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2013"	"2013"	3226	1513295	213.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2014"	"2014"	3379	1565483	215.8
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2015"	"2015"	3512	1509508	232.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2016"	"2016"	3952	1556252	253.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2017"	"2017"	4150	1578323	262.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"39 years"	"39"	"2018"	"2018"	4321	1615972	267.4
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"1999"	"1999"	5210	2068002	251.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2000"	"2000"	5349	2079562	257.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2001"	"2001"	5312	2010933	264.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2002"	"2002"	5424	1972511	275.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2003"	"2003"	5090	1946316	261.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2004"	"2004"	4874	1937182	251.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2005"	"2005"	4753	1893637	251.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2006"	"2006"	4459	1750158	254.8
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2007"	"2007"	4107	1689510	243.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2008"	"2008"	3808	1672850	227.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2009"	"2009"	3993	1705015	234.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2010"	"2010"	3854	1801326	214.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2011"	"2011"	4069	1761268	231.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2012"	"2012"	3762	1641565	229.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2013"	"2013"	3594	1545466	232.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2014"	"2014"	3446	1516320	227.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2015"	"2015"	3616	1567828	230.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2016"	"2016"	3903	1506891	259.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2017"	"2017"	4299	1558058	275.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"40 years"	"40"	"2018"	"2018"	4283	1575060	271.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"1999"	"1999"	5666	1979760	286.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2000"	"2000"	5685	1974620	287.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2001"	"2001"	5788	2063103	280.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2002"	"2002"	5792	2009072	288.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2003"	"2003"	5739	1971166	291.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2004"	"2004"	5438	1949457	278.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2005"	"2005"	5266	1940748	271.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2006"	"2006"	4985	1900715	262.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2007"	"2007"	4668	1757395	265.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2008"	"2008"	4385	1697497	258.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2009"	"2009"	4367	1681661	259.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2010"	"2010"	4135	1693532	244.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2011"	"2011"	4276	1797782	237.8
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2012"	"2012"	4263	1762488	241.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2013"	"2013"	3960	1641119	241.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2014"	"2014"	3979	1547498	257.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2015"	"2015"	3876	1518251	255.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2016"	"2016"	4173	1564805	266.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2017"	"2017"	4318	1508521	286.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"41 years"	"41"	"2018"	"2018"	4433	1553887	285.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"1999"	"1999"	6008	2013201	298.4
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2000"	"2000"	6086	2020034	301.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2001"	"2001"	6069	1989196	305.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2002"	"2002"	6279	2058663	305.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2003"	"2003"	6209	2003258	309.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2004"	"2004"	5963	1967913	303.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2005"	"2005"	6031	1944768	310.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2006"	"2006"	5788	1937586	298.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2007"	"2007"	5303	1897164	279.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2008"	"2008"	4880	1753859	278.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2009"	"2009"	4757	1693463	280.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2010"	"2010"	4459	1678864	265.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2011"	"2011"	4478	1708813	262.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2012"	"2012"	4481	1798034	249.2
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2013"	"2013"	4650	1761043	264.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2014"	"2014"	4248	1642259	258.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2015"	"2015"	4230	1548851	273.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2016"	"2016"	4242	1515149	280.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2017"	"2017"	4441	1565679	283.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"42 years"	"42"	"2018"	"2018"	4387	1503644	291.8
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"1999"	"1999"	6558	1906086	344.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2000"	"2000"	6657	1958640	339.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2001"	"2001"	6759	2005577	337.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2002"	"2002"	6672	1985455	336.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2003"	"2003"	6896	2054185	335.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2004"	"2004"	6536	2001293	326.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2005"	"2005"	6430	1965694	327.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2006"	"2006"	6352	1943989	326.8
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2007"	"2007"	6023	1937052	310.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2008"	"2008"	5614	1897337	295.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2009"	"2009"	5176	1754208	295.1
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2010"	"2010"	4698	1700423	276.3
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2011"	"2011"	4775	1675636	285.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2012"	"2012"	4708	1708636	275.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2013"	"2013"	4882	1795720	271.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2014"	"2014"	4825	1761060	274.0
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2015"	"2015"	4639	1642598	282.4
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2016"	"2016"	4892	1545125	316.6
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2017"	"2017"	4712	1515568	310.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"43 years"	"43"	"2018"	"2018"	4631	1560610	296.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"44 years"	"44"	"1999"	"1999"	6883	1907065	360.9
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"44 years"	"44"	"2000"	"2000"	6971	1917698	363.5
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"44 years"	"44"	"2001"	"2001"	7131	1982601	359.7
	"Male"	"M"	"Not Hispanic or Latino"	"2186-2"	"44 years"	"44"	"2002"	"2002"	7308	1996446	366.1
